user,user_location,text,favorite_count,retweet_count
Chelton Wealth - Markets,"Zug, Switzerland","$AUDUSD stays depressed after Friday’s heavy losses, the biggest daily drop in 12 weeks.
Risks sour amid covid, vaccine and stimulus uncertainty, US dollar jumps to one month high.
China’s Q4 GDP, December’s Industrial Production and Retail Sales decorate calendar.",0,0
Julie Carey 🇬🇧🇬🇧,uk,"RT @yattypat: COVID-19: Single vaccine dose leads to 'greater risk' from new coronavirus variants, South African experts warn
https://t.co/…",0,150
Miguel Coyliar 💛🐝 Neo-Darwinian,"Diggers Rest, Victoria",RT @LyndaFrench19: Labor frontbencher Bill Shorten said he was “perplexed” why the govt had not been using more Cwlth facilities as quarant…,0,40
DɯαყɳҽHσԃɠҽʂ,"Fort Mill, SC","@Vandaniman @cfrank149 @JeffOnTheRight @whittle2k @Llwinky1 @icecube 1. COVID response
2. Operation Warp Speed: he lied when he said that there was a stockpile of the COVID vaccine. 
3. PPE: Black businesses only received 2% of PPE loans and over 88% of Black businesses were denied PPE loans
4. 41% of all Black businesses closed",0,0
Kendra Shelly,United States Minor Outlying I,RT @Independent: Vaccinating refugees and the stateless is the only way to make sure everyone can fight Covid-19 | @Beltrew https://t.co/rD…,0,15
Rebecca McArthur,,"RT @smotus: Two presidencies today

Biden: ""Here's my plan for getting the Covid vaccine distributed quickly and rebuilding the economy.""…",0,20063
AffordableLeather,Portsmouth,"RT @DrNeilStone: Can we all just definitively agree that not a single dose of Covid vaccine should be wasted, and that if any are left over…",0,3880
EMIL,Pilipinas,RT @TIME: mRNA technology gave us the first COVID-19 vaccines. It could also upend the drug industry https://t.co/sFfMTZ2928,0,107
Andrea Boardman 💙,"Ely, England","RT @JujuliaGrace: Just poured myself a strong cup of coffee and sat down at my desk.

This government needs to be held to account at every…",0,898
Social Consequences,EST 🕗🏳️‍⚧️ he/they pronouns,"RT @jerbear776: My 2021 Goals:

Chaos_Crypt 300 Followers

DoGsCast 30 viewer Peak

Covid Vaccine

Have a birthday party 

Spread more Kind…",0,4
Bayou Woman🌊🌈🗽🎗😷,USA,"RT @thehill: Incoming Biden chief of staff on COVID vaccine rollout: ""We're inheriting a huge mess"" https://t.co/x06hBdsu2A https://t.co/y3…",0,30
John Bloodrage,,"@BlueArmyFaction @Andy_In_The_UK At the rate Covid is mutating we will need a new vaccine every few months,
https://t.co/PK45PsLOkj",0,0
Charles Benedict,QC. Gensan.,"#HowChoosyAreYou hindi naman ako choosy eh, but what I'm looking for a girl is at least 5'4 in height, may masters or doctorate degree, knows how to play 3 musical instruments and may covid vaccine. #TheMorningRush",0,0
Moses Idiku Odey,"Ikeja, Nigeria","RT @thehill: Incoming Biden chief of staff on COVID vaccine rollout: ""We're inheriting a huge mess"" https://t.co/x06hBdsu2A https://t.co/y3…",0,30
KevInCornwall,"South West, England","RT @JujuliaGrace: Just poured myself a strong cup of coffee and sat down at my desk.

This government needs to be held to account at every…",0,897
103.7 the Gator,"Gainesville, Florida",Loretta Lynn Gets Her Coronavirus Vaccine Shot https://t.co/Vkg2VIGLjB,0,0
tee gee#FBPE#BrexitBetraysBritain,,"RT @doctor_oxford: Does the government know something the WHO, FDA &amp; Pfizer don't - or are they seriously willing to consider gambling with…",0,2102
Chercheuse de vérités,,RT @RobertKennedyJr: We need to step back from this giddy exuberance + make a cold hard risk assessment about these experimental medical in…,0,2255
Berkshire Live,"Reading,Berkshire,England,UK",The Government have announced vaccines are going to start being rolled out to the next two priority groups https://t.co/rkAYkB9PeK,0,0
2021-2029 JB KH,United States,RT @SenatorSinema: We’re grateful for the incredible @UPS drivers delivering coronavirus vaccines throughout our state. We can’t let up now…,0,20
Caroll A. Dressel,,"RT @WallOfMoms: Parents of disabled children are eligible to receive the COVID-19 vaccine in Oregon.

https://t.co/So6KFRkAXW",0,10
John Stanley,"Pennsylvania, USA",Biden CDC pick confident there's enough Covid vaccine to meet target amid confusion over stockpile https://t.co/RlwBRr8f69,0,0
Rebecca Smyth,Liverpool,"RT @doctor_oxford: Does the government know something the WHO, FDA &amp; Pfizer don't - or are they seriously willing to consider gambling with…",0,2102
Catherine ☘️,,"RT @doctor_oxford: Does the government know something the WHO, FDA &amp; Pfizer don't - or are they seriously willing to consider gambling with…",0,2102
BirdOnTheWire3🇪🇺🕷#FBPE.,yorkshire🇪🇺,RT @DrEricDing: BREAKING—UK🇬🇧 Cabinet minister Dominic Raab has refused to guarantee that all people who have received first dose of corona…,0,1491
Cheryl Kinary,,"RT @RepsForBiden: Incoming Biden Chief of Staff Ron Klain: We’re ‘Inheriting a Huge Mess’ on Covid Vaccine Rollout
https://t.co/q4GbBd07rV",0,50
UIE,"Los Angeles, CA","RT @joncoopertweets: As of now, the Publix supermarket chain in Florida is only offering the Covid vaccine in counties that were won by Rep…",0,873
Marie Bashir Inst,Sydney,"RT @JulieLeask: COVID vaccine rollout coming soon to regional Australians. Here's how it will work 
 https://t.co/olDLMHUD2D Great to see t…",0,15
Janice Davidson,"Auchinleck, Scotland",RT @JJHTweets: If having 2 doses of the Covid vaccine isn't important and UK Gov are promising every adult to have 1 dose by September then…,0,1995
2021-2029 JB KH,United States,"RT @RepsForBiden: Incoming Biden Chief of Staff Ron Klain: We’re ‘Inheriting a Huge Mess’ on Covid Vaccine Rollout
https://t.co/q4GbBd07rV",0,50
Amanda,Long Beach,I feel like I got hit by a truck and I haven’t slept in days. When I’ve been sleeping ! I think it’s a side effect of the covid vaccine 😭,0,0
Jim Stevenson,Washington DC,Indians come first: Government signal to world on vaccine https://t.co/A4JImZQ3LL via @timesofindia,0,0
Devin Nunes' Mom's Cat,,RT @FizzyLizd: @alanfeuer @SpiroAgnewGhost I am astounded these people think the Covid vaccine will implant microchips whilst carrying phon…,0,2
PerplumblewintzJones,,"@parlertakes If you combine the COVID vaccine with a Trump coin, you get an aphrodisiac.",0,0
NURTURE 🥺,"San Diego, CA",Well your boy got the Moderna COVID vaccine 😌 https://t.co/zOZQF2qfhW,0,0
Richard W Hearn,England,RT @JJHTweets: If having 2 doses of the Covid vaccine isn't important and UK Gov are promising every adult to have 1 dose by September then…,0,1995
Jean-Roger Tshilumba Kaseki,,"RT @SadiqKhan: The news that the Government has listened and will scale up the vaccine supply and rollout across London is welcome. 

The s…",0,39
Michael Herres,"Lincoln, Nebraska",RT @SenatorSinema: We’re grateful for the incredible @UPS drivers delivering coronavirus vaccines throughout our state. We can’t let up now…,0,20
RJ Thiesen,"Central Okanagan, British Colu",RT @TheRoyGreenShow: Dr. Donald Gerson today (Sun). His biomanufacturing company in Montreal is poised to manufacture a COVID vaccine for C…,0,183
Timothy Davis,,RT @lotsofuss: I am over 65 and at risk if I catch covid. I had three strains of infectious pneumonia back in 2007-8 and had to be on a ven…,0,6
Akın Apardı,,"RT @AJEnglish: Various COVID-19 vaccines manufactured in different parts of the world are now available.

For more on Global COVID vaccine…",0,90
Robert Barr,,"RT @JujuliaGrace: Just poured myself a strong cup of coffee and sat down at my desk.

This government needs to be held to account at every…",0,898
jnash,,"Feeling very lucky as today we received our first COVID vaccine! Thanks to ⁦@StElizabethNKY⁩ for making it go so smoothly. One down, one to go! https://t.co/YTd4o06ztW",0,0
Stephen Stone,,"RT @dananessel: After speaking with my local health department, turns out 2020 having aged me 25 years still does not qualify me for the Co…",0,194
T&T,,"RT @DrNeilStone: Can we all just definitively agree that not a single dose of Covid vaccine should be wasted, and that if any are left over…",0,3896
Ms Nashville,"Nashville, TN  USA","RT @thehill: Incoming Biden chief of staff on COVID vaccine rollout: ""We're inheriting a huge mess"" https://t.co/x06hBdsu2A https://t.co/y3…",0,30
Wymondham and Attleborough Mercury,South Norfolk,Vaccines roll-out to move on to over 70s https://t.co/c4gxoeqeTP,0,0
Ed Diggins,Dublin/Kerry,"Opinion : a covid vaccine is offer to you and your family, including elderly parents /grandparents tomorrow morning. What do you do?",0,0
Glyn-Oh behave! 'Wabbit'🦉❤🌹,From London to Darkest Sussex,"RT @SkyNews: All UK adults will be offered COVID vaccine by September, foreign secretary says https://t.co/6WC3IafM9K",0,89
Watton and Swaffham Times,"Watton, England",Vaccines roll-out to move on to over 70s https://t.co/egSRuEqK0l,0,0
Diss Mercury,Diss,Vaccines roll-out to move on to over 70s https://t.co/ucAlzJKfQA,0,0
Dereham Times,"Dereham, Norfolk",Vaccines roll-out to move on to over 70s https://t.co/MqBzHaqcYr,0,0
East Anglian Daily Times,"Ipswich, UK",Covid vaccine to be offered to people over 70 from Monday https://t.co/CMu96bOaOL,0,0
🌻kei 😸🦊🐺🐶,Seven Seas with my baby Fox,RT @KentBottles: This Is the Best News Yet for Moderna's COVID Vaccine @themotleyfool #stocks $MRNA $PFE $NVAX $BNTX https://t.co/uezpi2CYbG,0,3
@polytwonk,Englandshire,RT @MarkReesLlety: Raab refuses to guarantee everyone will receive second dose of Covid vaccine https://t.co/YOIEpbxTHC,0,1
Yukett 💙,London,"RT @smotus: Two presidencies today

Biden: ""Here's my plan for getting the Covid vaccine distributed quickly and rebuilding the economy.""…",0,20067
Health & Wellness Coaching with Dian,"Connecticut, USA",@SenBlumenthal Sharing since you care so much about sea creatures: https://t.co/x19Qgd2Wbk,0,0
P🎱MBE,An,"#India reports 447 cases of #Covid #vaccine side effects https://t.co/9J4nJXF1O4 
@anadoluagency",0,0
Spir.Sotiropoulou,Athens Gr for even it seems,RT @Independent: Vaccinating refugees and the stateless is the only way to make sure everyone can fight Covid-19 | @Beltrew https://t.co/rD…,0,17
R,,"RT @vandercunts: She took covid vaccine a week ago....... She is from UK and a very real person....
God!!! 
,😱😱🥺🥺
 https://t.co/YsGQP2IkqX",0,1097
Monika Duda 🕷 💙,"London, England",RT @JJHTweets: If having 2 doses of the Covid vaccine isn't important and UK Gov are promising every adult to have 1 dose by September then…,0,1995
Elijah Armstrong,,"RT @joncoopertweets: As of now, the Publix supermarket chain in Florida is only offering the Covid vaccine in counties that were won by Rep…",0,873
Martyn Warwick #Socialist🌹✊#Palestine is a State,Wherever I Lay My Hat,"RT @JujuliaGrace: Just poured myself a strong cup of coffee and sat down at my desk.

This government needs to be held to account at every…",0,898
Chrissy 🌍☮️,,"RT @DrNeilStone: Can we all just definitively agree that not a single dose of Covid vaccine should be wasted, and that if any are left over…",0,3896
George J. Bitar MD,Washington DC,I got my second Pfizer COVID vaccine today at INOVA FAIRFAX HOSPITAL In Northern Virginia. Feeling very thankful to all those who made it happen! https://t.co/eyWUXuB0gE,0,0
Maria ✞,Home of the Brave,"@SchulteTina @Barbara34920397 I urge you to watch this video before your vaccination tomorrow.
No agenda on my part except for your safety.🙏🏼
This is a very interesting and informative talk about the covid vaccine  by Dr. Simone Gold.
https://t.co/UTCYRsphKp",0,0
Jeffrey Maag,,"RT @RepsForBiden: Incoming Biden Chief of Staff Ron Klain: We’re ‘Inheriting a Huge Mess’ on Covid Vaccine Rollout
https://t.co/q4GbBd07rV",0,50
Teri Thompson,New York City,"RT @thehill: Incoming Biden chief of staff on COVID vaccine rollout: ""We're inheriting a huge mess"" https://t.co/x06hBdsu2A https://t.co/y3…",0,30
TheBrummieInvestor 🇬🇧,"West Midlands, England","RT @SkyNews: All UK adults will be offered COVID vaccine by September, foreign secretary says https://t.co/6WC3IafM9K",0,89
Grim Keeper,,RT @Mediaite: Incoming Biden Chief of Staff Ron Klain: We're 'Inheriting a Huge Mess' on Covid Vaccine Rollout https://t.co/Cr88XknmhL,0,12
B.🐝,"Wichita , Ks .","People really think just because they have gotten the covid vaccine shot , they can freely travel and live life like it’s normal again ..",0,0
Sonia Joshi,,RT @DrEricDing: BREAKING—UK🇬🇧 Cabinet minister Dominic Raab has refused to guarantee that all people who have received first dose of corona…,0,1491
AJHunnid★,archives,"So check this out, apparently, according to sources from https://t.co/avUjLcdqSr there are activist giving out bags of weed in the dc/Maryland area to those who get the covid vaccine. Mr David Gosso is the so called brains of the operation.. check it out w this link bro",0,0
Yznhymer,,"@RepWexton Where is the vaccine ? People who are eligible can't receive Covid vaccine at @fairfaxhealth because there isn't enough. We've been told that the wait will be months. Meanwhile,1523 new cases in Fairfax County today.",0,0
Kelly ❤️ 🇨🇦,Muskoka,"RT @MoriartyLab: #Canadians pls share to prevent spread of misinformation

FACT-CHECK

Did 23 People In Norway Die After Receiving COVID Va…",0,43
Englishabc🎓,Britain,"Smile When You Get a COVID Vaccine, It'll Hurt Less https://t.co/IlrRtjscYf from @WebMD",0,0
Presto 🖋,onlyfans headquaters ,RT @cooncouncil: I think this covid vaccine got me sick 😪 https://t.co/1EPzsqTQ8y,0,2
BLM (she/her),Abolishing the Death penalty^ ,RT @DrJenCaudle: Why is the COVID Vaccine Rollout So Slow? I discussed on @WeekendExp  with @SusanHendricks. Full segment: https://t.co/xXo…,0,2
Deb,,13 hour shift towards the end of which I popped out to get my Covid vaccine. After the jab they made me sit down and drink tea and eat Custard Creams. Swear that was the best thing in the whole day.,0,0
Daily Mail Breaking,,FIVE MILLION Britons to receive Covid vaccine invitations on Monday https://t.co/TVpQ8zlGTo,0,0
